aX,aY,aZ,gX,gY,gZ
0.560,-0.421,0.712,-25.146,22.583,12.085
0.629,-0.435,0.689,-30.273,15.625,12.573
0.664,-0.445,0.705,-30.823,9.827,15.564
0.667,-0.444,0.723,-27.832,5.920,20.142
0.648,-0.412,0.744,-21.484,5.371,24.658
0.601,-0.355,0.767,-12.512,6.104,28.137
0.546,-0.288,0.785,-6.653,6.714,29.602
0.484,-0.214,0.820,-5.737,6.042,28.259
0.419,-0.171,0.872,-9.705,2.930,24.902
0.420,-0.139,0.887,-16.663,-4.761,20.325
0.430,-0.116,0.938,-21.240,-14.587,16.785
0.420,-0.118,0.989,-25.208,-21.484,13.794
0.469,-0.142,1.030,-27.588,-23.010,11.047
0.528,-0.146,1.070,-27.832,-22.400,9.583
0.584,-0.153,1.094,-22.461,-18.250,10.376
0.624,-0.140,1.098,-14.709,-11.230,12.878
0.643,-0.117,1.083,-3.784,-1.770,16.113
0.638,-0.082,1.046,5.798,9.094,19.470
0.603,-0.046,1.002,9.338,18.250,21.667
0.545,-0.017,0.980,7.629,24.231,20.874
0.501,-0.011,0.958,0.427,27.588,16.846
0.484,-0.029,0.926,-10.742,27.893,10.620
0.474,-0.069,0.910,-23.254,24.963,5.188
0.470,-0.119,0.910,-31.982,21.118,0.671
0.475,-0.159,0.901,-33.508,17.029,-1.831
0.488,-0.200,0.896,-29.175,13.306,-2.258
0.194,1.681,0.740,171.143,-46.692,-83.435
-0.703,1.857,0.913,145.569,-6.592,-121.765
-1.813,1.723,1.000,78.186,33.264,-176.270
-3.073,1.234,1.092,-19.958,61.401,-242.126
-4.000,0.414,1.058,-121.582,52.429,-298.828
-4.000,-0.545,0.989,-213.013,-13.000,-336.365
-4.000,-1.534,1.388,-293.701,-126.282,-356.079
-3.823,-2.632,2.143,-308.594,-250.244,-364.136
-2.117,-3.964,2.837,-230.835,-311.707,-364.746
-0.378,-4.000,3.157,-114.502,-259.949,-356.812
1.256,-4.000,3.562,-111.267,-160.828,-290.894
2.611,-4.000,1.979,-127.441,-76.538,-62.256
0.753,-2.438,1.457,105.835,93.201,238.220
-1.847,0.197,1.586,316.589,254.089,342.468
-2.527,2.328,1.547,379.883,251.770,303.345
-1.532,3.402,1.091,262.390,156.860,201.599
-0.855,3.252,0.635,27.527,68.359,118.347
-0.783,2.391,0.385,-153.870,15.137,55.359
-0.569,1.357,0.372,-199.341,-14.709,-16.663
-0.423,0.387,0.504,-176.025,-26.123,-81.116
-0.295,-0.284,0.688,-129.822,-32.104,-108.521
-0.142,-0.689,0.842,-77.881,-32.959,-107.117
-0.051,-0.889,0.945,-45.532,-24.902,-90.271
-0.097,-0.890,1.024,-32.654,-17.029,-59.204
-0.214,-0.752,1.115,-21.973,-13.062,-25.818
-0.284,-0.549,1.208,-3.235,-8.301,-4.211
-0.261,-0.375,1.214,22.339,1.831,4.578
-0.242,-0.249,1.120,43.762,16.785,8.728
-0.252,-0.160,0.962,52.612,31.921,12.146
-0.279,-0.111,0.786,48.279,42.053,12.573
-0.339,-0.107,0.653,35.339,42.297,11.353
-0.377,-0.134,0.599,20.691,32.532,9.521
-0.371,-0.191,0.617,9.033,16.174,6.653
-0.308,-0.255,0.704,0.244,-2.075,4.089
-0.268,-0.340,0.814,-5.371,-14.038,2.075
-0.217,-0.407,0.902,-7.263,-19.470,2.319
-0.186,-0.448,0.972,-3.052,-18.188,3.967
-0.161,-0.475,0.995,5.127,-13.245,6.348
-0.160,-0.483,1.002,14.526,-6.592,10.315
-0.156,-0.468,0.991,21.606,-1.160,14.771
-0.161,-0.466,0.975,23.499,2.686,18.311
-0.199,-0.468,0.964,18.372,4.150,21.118
-0.240,-0.483,0.966,7.874,3.967,22.827
-0.267,-0.510,0.968,-3.479,2.319,25.085
-0.291,-0.556,0.994,-14.709,0.549,29.602
-0.308,-0.592,1.010,-22.583,0.671,35.767
-0.327,-0.593,1.044,-21.973,3.906,42.908
-0.316,-0.559,1.040,-10.010,10.193,50.415
-0.273,-0.494,0.989,8.728,17.517,55.603
-0.278,-0.416,0.955,23.376,24.719,58.777
-0.315,-0.308,0.937,25.391,28.137,60.791
-0.319,-0.220,0.917,17.883,24.658,58.716
-0.302,-0.188,0.908,2.441,18.860,53.162
-0.299,-0.196,0.918,-17.761,13.977,48.950
-0.300,-0.232,0.921,-37.231,10.986,46.814
-0.320,-0.262,0.953,-50.293,9.338,47.058
-0.329,-0.286,0.986,-52.856,12.085,47.607
-0.297,-0.313,1.009,-44.250,18.311,46.875
-0.251,-0.319,1.033,-28.748,25.940,48.035
-0.214,-0.304,1.052,-13.245,32.043,51.392
-0.178,-0.265,1.083,-1.038,35.461,55.359
-0.128,-0.238,1.060,9.094,36.438,59.021
-0.072,-0.210,1.012,13.367,36.804,59.753
-0.046,-0.202,0.957,9.460,37.537,58.716
-0.032,-0.202,0.909,3.235,37.964,57.617
-0.043,-0.215,0.891,-3.906,38.147,56.335
-0.047,-0.227,0.890,-8.362,38.391,54.688
-0.049,-0.223,0.911,-8.240,36.560,53.162
-0.046,-0.210,0.958,-4.883,34.180,50.903
0.005,-0.194,0.971,0.244,32.837,45.837
0.050,-0.190,0.992,2.502,32.898,38.879
0.132,-0.189,1.000,4.395,32.715,34.180
0.217,-0.185,0.983,4.639,28.931,33.203
0.284,-0.170,0.958,0.549,26.855,33.936
0.286,-0.168,0.951,-7.202,29.785,34.790
0.257,-0.171,0.989,-16.052,37.598,33.569
0.229,-0.197,0.988,-21.973,46.875,31.189
0.222,-0.233,0.958,-20.264,54.993,30.579
0.236,-0.244,0.910,-15.198,58.899,33.081
0.259,-0.226,0.858,-11.353,60.181,35.034
0.287,-0.205,0.794,-6.409,59.814,34.119
0.286,-0.185,0.789,-3.418,56.335,31.372
0.306,-0.172,0.778,-2.258,50.537,28.137
0.310,-0.160,0.784,-3.418,43.030,25.208
0.321,-0.162,0.811,-7.935,37.170,22.888
0.312,-0.163,0.848,-11.902,33.020,21.057
0.314,-0.168,0.881,-14.465,32.104,19.958
0.329,-0.176,0.870,-13.916,32.776,18.921
0.377,-0.170,0.851,-7.935,32.776,18.555
0.437,-0.177,0.813,-0.427,32.532,18.616
0.474,-0.180,0.796,5.493,31.799,18.494
0.491,-0.184,0.789,6.836,30.823,18.494
0.509,-0.185,0.767,5.615,28.503,18.311
0.506,-0.176,0.757,5.188,23.987,17.822
0.495,-0.169,0.766,4.639,21.790,15.991
0.510,-0.156,0.762,3.967,20.935,13.672
0.472,-0.135,0.771,3.052,19.531,11.902
0.460,-0.110,0.803,3.296,21.545,10.010
0.465,-0.104,0.818,-1.099,20.386,8.057
0.481,-0.096,0.821,-6.409,20.935,4.333
0.500,-0.105,0.814,-8.850,20.325,-0.122
0.507,-0.122,0.818,-12.146,20.386,-3.723
0.528,-0.143,0.798,-17.395,21.362,-7.141
0.521,-0.160,0.788,-21.790,21.179,-8.484
0.501,-0.177,0.793,-23.804,21.240,-9.155
0.491,-0.186,0.800,-22.949,21.240,-9.705
0.486,-0.196,0.800,-20.569,20.935,-9.155
0.479,-0.194,0.810,-17.578,19.531,-6.836
0.483,-0.187,0.812,-13.977,17.517,-3.906
0.489,-0.177,0.810,-10.071,14.832,-2.136
0.500,-0.174,0.808,-7.141,12.451,-1.953
0.505,-0.175,0.811,-6.104,10.193,-1.892
0.507,-0.177,0.819,-7.568,8.240,-2.014
0.501,-0.179,0.827,-10.071,6.653,-2.502
0.485,-0.186,0.838,-11.230,6.226,-3.601
0.469,-0.197,0.863,-13.245,7.202,-5.371
0.467,-0.209,0.881,-15.747,7.996,-7.202
0.454,-0.222,0.896,-16.357,9.399,-8.545
0.462,-0.237,0.891,-15.625,11.963,-10.010
-3.051,0.502,0.457,19.409,106.323,-241.760
-3.982,-0.024,0.539,-93.567,94.788,-277.222
-4.000,-0.844,0.733,-192.017,29.297,-313.354
-3.982,-1.903,1.170,-257.019,-89.233,-336.792
-2.862,-3.228,1.905,-278.137,-219.666,-339.111
-2.080,-4.000,3.290,-301.575,-291.931,-320.862
0.613,-4.000,3.988,-453.552,-302.490,-260.803
2.882,-4.000,2.897,-403.259,-289.001,-0.732
1.630,-2.181,2.542,-10.376,-47.607,227.661
-0.621,-0.060,2.290,306.396,232.422,260.742
-1.948,1.623,1.655,443.481,324.036,232.727
-1.623,2.580,0.636,371.887,269.104,188.599
-0.979,2.590,0.024,109.192,151.978,127.441
-0.796,1.688,-0.194,-135.010,53.101,57.556
-0.444,0.724,-0.086,-229.492,-18.860,-5.371
-0.242,-0.000,0.161,-197.693,-56.946,-43.579
-0.196,-0.465,0.461,-115.967,-60.730,-61.218
-0.207,-0.745,0.753,-37.659,-51.941,-63.599
-0.129,-0.798,0.971,-1.099,-46.936,-49.072
-0.074,-0.679,1.091,-9.094,-44.373,-21.729
-0.123,-0.490,1.120,-30.151,-34.973,4.272
-0.210,-0.354,1.068,-34.119,-17.700,18.311
-0.243,-0.265,0.968,-24.902,1.038,19.775
-0.257,-0.178,0.844,-15.503,11.902,20.386
-0.257,-0.098,0.734,-10.193,15.869,22.156
-0.251,-0.053,0.655,-6.836,16.113,20.203
-0.276,-0.055,0.644,-4.639,12.085,15.259
-0.284,-0.065,0.690,-2.014,3.601,10.620
-0.264,-0.082,0.778,0.305,-7.202,6.775
-0.251,-0.132,0.890,0.305,-15.381,1.526
-0.204,-0.195,0.974,-0.549,-20.569,-3.540
-0.153,-0.252,1.013,-0.977,-21.545,-6.836
-0.102,-0.290,1.040,-0.610,-18.738,-7.324
-0.082,-0.324,1.039,-0.305,-12.024,-6.104
-0.102,-0.359,1.022,-3.662,-4.822,-4.578
-0.136,-0.384,1.004,-8.728,0.793,-2.808
-0.162,-0.415,0.999,-14.954,2.991,-2.075
-0.170,-0.459,1.001,-20.874,2.625,-1.221
-0.155,-0.481,1.015,-23.926,1.160,0.977
-0.150,-0.484,1.020,-22.278,1.648,4.333
-0.143,-0.475,1.010,-17.761,5.615,7.751
-0.146,-0.463,0.982,-11.536,10.803,10.925
-0.151,-0.440,0.956,-3.479,14.709,14.160
-0.162,-0.418,0.922,5.005,17.578,16.724
-0.168,-0.400,0.893,12.695,18.372,19.043
-0.165,-0.388,0.876,17.639,17.029,19.348
-0.159,-0.392,0.877,17.273,13.611,19.836
-0.147,-0.403,0.905,12.085,9.460,21.545
-0.122,-0.418,0.936,4.333,5.920,23.621
-0.096,-0.425,0.968,-2.075,2.808,24.780
-0.096,-0.440,0.992,-4.211,1.587,26.489
-0.100,-0.443,1.005,-4.395,2.930,28.625
-0.103,-0.459,1.005,0.488,5.249,30.640
-0.108,-0.480,0.982,4.333,7.996,33.325
-0.125,-0.501,0.978,0.793,10.132,36.926
-0.118,-0.510,0.947,-5.432,10.498,40.710
-0.131,-0.512,0.923,-10.681,9.583,44.312
-0.163,-0.522,0.901,-16.296,9.399,47.668
-0.174,-0.529,0.877,-22.156,8.240,50.171
-0.188,-0.519,0.877,-25.391,5.066,53.162
-0.191,-0.490,0.896,-23.437,0.488,57.495
-0.163,-0.450,0.909,-17.212,-2.930,60.608
-0.138,-0.400,0.915,-7.935,-4.395,62.988
-0.120,-0.349,0.917,2.136,-3.235,65.613
-0.109,-0.296,0.906,10.681,-0.366,67.322
-0.114,-0.255,0.901,16.357,3.723,67.383
-0.107,-0.228,0.893,16.357,8.484,66.406
-0.105,-0.218,0.877,13.550,11.963,64.697
-0.089,-0.203,0.853,10.254,12.207,63.049
-0.071,-0.183,0.853,6.165,9.399,61.584
-0.052,-0.169,0.850,0.061,5.188,58.899
-0.008,-0.163,0.843,-7.141,0.916,54.016
0.018,-0.170,0.834,-14.832,-2.625,48.340
0.029,-0.182,0.842,-23.132,-4.578,44.128
0.036,-0.198,0.852,-30.212,-5.310,40.955
0.037,-0.206,0.861,-33.203,-4.211,37.964
0.042,-0.214,0.870,-31.128,-1.892,36.011
0.051,-0.221,0.908,-26.550,0.793,34.607
0.067,-0.207,0.946,-20.508,1.709,34.058
0.073,-0.201,0.981,-13.367,0.732,32.715
0.095,-0.210,0.981,-7.935,0.671,29.358
0.113,-0.204,1.000,-5.188,0.732,26.855
0.101,-0.217,0.987,-2.258,0.854,25.330
0.094,-0.227,0.971,-0.916,2.075,23.682
0.077,-0.228,0.959,-2.136,3.784,22.034
0.064,-0.227,0.924,-1.892,4.944,20.081
0.073,-0.222,0.902,-1.465,5.371,18.127
0.095,-0.225,0.877,-1.831,4.883,15.930
0.109,-0.226,0.877,-2.441,2.563,14.587
0.119,-0.221,0.898,-2.563,-0.793,13.611
0.130,-0.213,0.919,-2.747,-3.845,11.902
0.122,-0.224,0.945,-3.540,-5.066,10.254
0.110,-0.238,0.983,-6.226,-5.920,8.240
0.103,-0.249,1.005,-7.385,-6.836,6.775
0.112,-0.261,1.012,-7.751,-6.104,5.371
0.128,-0.272,0.999,-6.348,-3.296,4.333
0.142,-0.282,0.966,-3.052,-0.122,4.272
0.151,-0.286,0.942,-0.061,4.211,4.944
0.153,-0.287,0.888,3.906,7.874,5.615
0.165,-0.292,0.844,7.263,9.521,6.714
0.167,-0.292,0.808,6.165,8.911,7.263
0.169,-0.292,0.799,2.869,6.531,7.202
0.150,-0.291,0.811,-0.610,3.784,6.165
0.133,-0.292,0.837,-2.991,0.305,4.333
0.117,-0.294,0.879,-4.150,-3.052,2.991
0.111,-0.288,0.904,-4.761,-4.578,2.014
0.083,-0.308,0.965,-7.568,-3.296,0.854
0.080,-0.314,0.979,-7.568,-2.258,1.282
0.098,-0.306,0.980,-4.883,-0.427,2.441
0.106,-0.303,0.962,-3.967,0.793,2.808
0.116,-0.308,0.936,-3.723,1.953,2.686
0.117,-0.320,0.895,-3.418,2.258,2.686
0.111,-0.328,0.876,-2.563,1.587,3.479
0.090,-0.330,0.873,-1.770,0.000,4.395
0.056,-0.325,0.890,-0.488,-2.258,5.127
0.048,-0.323,0.913,0.977,-3.784,5.066
0.054,-0.319,0.935,1.648,-4.639,4.395
0.064,-0.319,0.956,2.441,-3.601,4.822
0.075,-0.320,0.970,2.563,-1.770,6.470
