aX,aY,aZ,gX,gY,gZ
0.426,-0.059,-0.721,38.452,-121.765,10.193
0.448,-0.047,-0.683,36.499,-121.582,8.850
0.466,-0.038,-0.652,34.790,-120.361,7.690
0.490,-0.044,-0.628,33.142,-117.676,6.653
0.505,-0.065,-0.623,31.250,-114.380,6.226
0.518,-0.081,-0.640,30.457,-110.474,6.104
0.536,-0.092,-0.642,30.457,-107.788,6.348
0.562,-0.087,-0.613,29.724,-107.910,6.958
0.582,-0.075,-0.571,28.931,-108.215,7.629
0.598,-0.071,-0.539,28.748,-106.750,7.568
0.607,-0.067,-0.542,29.907,-103.394,7.568
0.603,-0.047,-0.569,30.518,-100.159,8.362
0.600,-0.030,-0.581,31.067,-98.511,8.301
0.611,-0.028,-0.582,31.494,-98.877,7.263
0.628,-0.034,-0.580,31.494,-99.487,6.104
0.648,-0.032,-0.562,31.616,-99.976,5.737
0.660,-0.029,-0.548,32.043,-99.609,5.371
0.667,-0.021,-0.543,31.433,-98.511,4.883
0.668,-0.019,-0.525,29.785,-99.182,4.883
0.699,-0.020,-0.495,27.161,-101.318,5.310
0.713,-0.027,-0.478,25.452,-100.830,5.676
0.717,-0.017,-0.474,28.198,-98.267,6.042
0.717,-0.007,-0.455,29.663,-97.351,6.104
0.719,-0.004,-0.455,29.419,-96.436,5.920
0.726,-0.010,-0.470,28.137,-95.215,5.554
0.736,-0.014,-0.464,28.809,-95.398,5.371
0.744,-0.004,-0.446,30.518,-95.581,5.371
0.754,0.006,-0.419,31.006,-95.886,5.066
0.768,0.016,-0.381,28.625,-97.656,5.310
0.781,0.016,-0.352,24.353,-99.487,5.554
0.783,0.018,-0.347,22.339,-98.999,5.798
0.778,0.020,-0.358,23.804,-96.558,5.615
0.770,0.027,-0.398,26.123,-93.018,5.188
0.766,0.041,-0.403,26.550,-93.201,5.249
0.771,0.041,-0.375,24.963,-96.558,5.249
0.780,0.037,-0.365,22.400,-98.572,4.700
0.786,0.034,-0.345,18.372,-101.379,4.700
0.796,0.024,-0.312,14.771,-104.431,4.517
0.802,0.013,-0.300,12.573,-105.835,4.578
0.802,0.018,-0.286,12.207,-106.384,5.066
0.807,0.000,-0.269,12.939,-106.812,4.944
0.808,-0.012,-0.265,14.465,-106.384,4.639
0.802,-0.010,-0.277,16.541,-105.591,5.859
0.798,-0.000,-0.267,18.494,-107.056,6.958
0.800,0.003,-0.238,20.569,-110.229,7.324
0.805,-0.000,-0.206,22.949,-112.915,7.019
0.804,0.006,-0.184,25.146,-114.075,7.019
0.807,0.010,-0.165,25.757,-114.990,7.202
0.801,0.010,-0.147,24.719,-116.699,7.874
0.672,-0.253,2.035,48.828,-153.931,-8.545
0.708,-0.183,2.250,19.836,-142.212,-1.953
0.736,-0.136,2.383,-6.287,-123.901,3.235
0.779,-0.117,2.407,-23.987,-97.717,6.287
0.797,-0.106,2.318,-24.170,-61.707,6.592
0.795,-0.099,2.081,-13.916,-19.348,5.188
0.749,-0.070,1.760,-5.493,19.104,5.493
0.672,-0.007,1.436,-4.822,46.814,7.874
0.602,0.020,1.117,-8.484,64.758,7.507
0.565,0.005,0.850,-10.681,73.486,3.784
0.567,-0.030,0.662,-10.193,74.341,-0.732
0.589,-0.067,0.553,-9.949,68.420,-2.014
0.598,-0.092,0.542,-10.498,58.533,-0.916
0.630,-0.135,0.588,-8.301,48.889,-1.038
0.678,-0.197,0.681,-3.723,42.175,-1.892
0.719,-0.258,0.789,-1.221,38.818,-1.343
0.745,-0.302,0.896,-1.709,37.537,1.770
0.759,-0.316,0.999,-7.202,36.011,7.812
0.762,-0.305,1.085,-14.099,36.255,14.404
0.753,-0.286,1.161,-17.334,40.161,19.836
0.762,-0.270,1.220,-17.334,46.204,23.437
0.761,-0.247,1.252,-16.663,55.542,27.100
0.755,-0.202,1.236,-16.602,67.078,30.762
0.725,-0.158,1.181,-19.043,80.383,34.790
0.693,-0.128,1.113,-23.865,91.492,37.842
0.667,-0.116,1.030,-26.733,101.135,38.696
0.646,-0.100,0.952,-27.466,108.704,38.574
0.621,-0.079,0.878,-26.917,114.075,38.452
0.601,-0.060,0.822,-25.696,117.310,37.354
0.587,-0.039,0.788,-25.146,118.103,36.133
0.596,-0.016,0.785,-25.696,116.638,34.851
0.637,-0.008,0.829,-27.283,115.295,34.058
0.672,0.018,0.872,-33.020,117.065,35.461
0.672,0.066,0.881,-41.626,122.681,38.391
0.664,0.084,0.850,-49.561,131.592,38.635
0.650,0.073,0.794,-53.650,142.212,36.560
0.628,0.049,0.717,-51.453,152.466,33.691
0.609,0.028,0.653,-45.654,161.804,31.860
0.595,0.014,0.622,-42.175,167.908,31.555
0.583,0.001,0.596,-43.701,172.119,32.471
0.581,0.013,0.555,-47.485,176.147,33.142
0.593,0.036,0.501,-48.584,179.993,32.715
0.582,0.072,0.453,-48.706,182.617,31.799
0.564,0.111,0.401,-47.058,184.387,29.663
0.554,0.138,0.367,-46.387,183.289,25.085
0.562,0.124,0.337,-45.715,181.641,18.738
0.554,0.088,0.327,-45.166,180.847,12.451
0.574,0.038,0.304,-44.556,182.312,7.385
0.568,0.003,0.263,-45.349,184.937,6.042
0.550,-0.003,0.214,-48.157,186.584,8.850
0.549,-0.009,0.183,-50.110,188.599,11.963
0.522,-0.003,0.174,-53.406,191.895,16.541
0.499,0.048,0.153,-58.716,195.557,21.423
0.471,0.067,0.127,-65.063,198.303,23.071
0.440,0.083,0.089,-70.862,202.209,23.254
0.388,0.109,0.024,-73.120,205.688,21.912
0.341,0.119,-0.039,-71.899,207.947,17.761
0.310,0.087,-0.066,-68.726,207.947,10.681
0.305,0.059,-0.103,-64.697,206.238,4.639
0.260,0.026,-0.115,-61.279,206.543,0.549
0.240,0.001,-0.101,-56.641,206.116,-2.686
0.232,-0.042,-0.084,-52.246,205.688,-5.859
0.221,-0.084,-0.073,-56.335,206.787,-4.639
0.172,-0.109,-0.074,-64.148,210.327,-0.366
0.108,-0.125,-0.084,-68.176,215.149,4.578
0.038,-0.137,-0.095,-74.646,220.825,10.376
-0.070,-0.142,-0.117,-78.735,229.614,15.198
-0.173,-0.129,-0.224,-73.914,240.784,16.785
-0.258,-0.114,-0.322,-72.876,250.732,17.944
-0.331,-0.102,-0.401,-81.177,254.944,16.663
-0.380,-0.095,-0.442,-92.773,255.554,12.512
-0.412,-0.103,-0.431,-105.103,254.456,7.202
-0.434,-0.127,-0.396,-116.028,255.188,0.916
-0.506,-0.140,-0.323,-123.535,258.972,-4.028
-0.578,-0.178,-0.245,-131.165,265.320,-9.460
-0.667,-0.244,-0.206,-145.203,277.649,-15.320
-0.792,-0.318,-0.194,-160.767,293.762,-18.982
-0.930,-0.395,-0.241,-177.246,312.317,-22.949
-1.049,-0.499,-0.359,-193.726,329.590,-27.832
-1.194,-0.653,-0.481,-210.144,342.102,-30.518
-1.328,-0.803,-0.658,-223.267,351.074,-30.823
-1.439,-0.982,-0.971,-229.797,359.985,-32.959
-1.480,-1.188,-1.488,-229.248,368.225,-37.354
-1.425,-1.353,-2.167,-212.280,371.277,-43.091
-1.338,-1.376,-2.968,-174.438,368.225,-45.837
-1.382,-1.226,-3.932,-116.882,361.511,-40.649
-1.362,-0.840,-4.000,-55.237,333.008,-30.029
-1.250,-0.598,-4.000,-9.216,223.633,-19.958
-0.937,-0.605,-3.960,10.498,43.335,-17.822
-0.556,-0.736,-2.786,16.602,-89.844,-18.372
-0.308,-0.816,-1.781,23.865,-141.968,-15.015
-0.058,-0.781,-1.221,30.701,-138.184,-8.667
0.079,-0.713,-0.934,31.372,-109.070,-2.563
0.113,-0.661,-0.824,24.353,-70.557,4.700
0.079,-0.605,-0.876,19.165,-31.250,9.399
-0.014,-0.554,-1.052,19.714,5.066,11.475
-0.125,-0.513,-1.269,19.714,30.579,12.573
-0.219,-0.463,-1.441,15.808,39.124,14.465
-0.280,-0.415,-1.543,8.728,33.936,15.503
-0.309,-0.392,-1.583,2.197,21.973,14.343
-0.313,-0.395,-1.595,-2.502,8.972,11.108
-0.301,-0.431,-1.598,-2.625,-1.709,6.592
-0.279,-0.475,-1.584,2.136,-9.705,2.686
-0.256,-0.499,-1.554,8.301,-17.822,0.671
-0.227,-0.501,-1.504,12.817,-25.635,0.977
-0.200,-0.487,-1.436,15.808,-32.471,2.258
-0.173,-0.460,-1.386,17.700,-38.025,4.028
-0.150,-0.433,-1.326,19.043,-43.335,5.432
-0.129,-0.421,-1.264,21.240,-47.852,6.348
-0.117,-0.407,-1.204,23.926,-51.086,7.263
-0.104,-0.380,-1.155,25.940,-53.223,8.362
-0.097,-0.339,-1.120,25.391,-55.176,9.521
-0.092,-0.303,-1.085,23.804,-56.030,10.132
-0.084,-0.281,-1.066,21.301,-56.152,9.583
-0.083,-0.272,-1.054,19.226,-55.603,8.606
-0.081,-0.272,-1.059,17.639,-54.565,7.690
-0.080,-0.281,-1.083,13.855,-53.589,7.874
-0.087,-0.283,-1.101,8.545,-54.565,9.338
-0.097,-0.281,-1.129,4.578,-56.458,10.681
-1.595,-0.679,-1.151,-190.063,410.522,-30.762
-1.623,-0.956,-1.600,-214.966,407.593,-39.673
-1.522,-1.199,-1.997,-220.886,383.179,-42.725
-1.374,-1.294,-2.220,-205.078,344.971,-35.461
-1.239,-1.180,-2.259,-176.086,299.927,-20.264
-1.082,-0.997,-2.320,-144.165,263.672,-11.108
-0.924,-0.860,-2.493,-113.403,244.385,-11.230
-0.766,-0.824,-2.785,-88.135,233.704,-13.489
-0.714,-0.778,-3.148,-65.613,220.825,-11.719
-0.700,-0.687,-3.462,-39.978,192.749,-8.423
-0.647,-0.583,-3.477,-12.390,141.113,-7.751
-0.513,-0.535,-3.049,5.554,69.946,-10.559
-0.332,-0.531,-2.453,12.085,2.258,-13.428
-0.177,-0.504,-1.897,14.282,-39.917,-12.695
-0.065,-0.501,-1.422,15.198,-56.702,-12.268
0.066,-0.541,-1.104,14.709,-52.124,-13.489
0.128,-0.592,-0.914,13.672,-31.677,-11.902
0.111,-0.572,-0.930,11.597,-2.991,-6.348
0.016,-0.524,-1.077,8.850,24.963,-0.366
-0.079,-0.478,-1.252,5.798,43.335,3.723
-0.151,-0.427,-1.400,1.953,50.171,5.859
-0.204,-0.399,-1.522,-3.784,48.706,5.615
-0.242,-0.397,-1.647,-10.437,41.138,3.357
-0.259,-0.436,-1.743,-15.259,28.870,0.000
-0.252,-0.503,-1.778,-15.625,13.611,-2.625
-0.233,-0.558,-1.743,-9.583,-1.709,-3.662
-0.206,-0.565,-1.646,1.038,-15.625,-3.235
-0.178,-0.536,-1.499,12.146,-28.137,-1.953
-0.118,-0.491,-1.338,20.996,-37.720,-0.549
-0.075,-0.459,-1.186,25.208,-42.053,1.648
-0.022,-0.418,-1.073,25.208,-41.260,3.540
-0.021,-0.383,-1.049,20.874,-35.278,6.409
-0.044,-0.355,-1.098,13.672,-27.771,8.545
-0.076,-0.361,-1.176,8.850,-23.621,9.277
-0.096,-0.380,-1.222,7.690,-23.987,8.606
-0.110,-0.387,-1.250,10.254,-26.489,8.240
-0.121,-0.380,-1.278,13.367,-30.090,8.362
-0.129,-0.359,-1.292,16.113,-35.339,8.606
-0.134,-0.346,-1.283,19.470,-41.260,8.301
-0.130,-0.338,-1.273,23.010,-46.814,7.263
-0.127,-0.317,-1.264,24.536,-52.185,6.470
-0.130,-0.288,-1.242,24.536,-58.289,6.470
-0.123,-0.274,-1.186,23.926,-65.002,5.737
-0.109,-0.300,-1.129,23.254,-70.679,3.723
-0.087,-0.336,-1.125,22.400,-72.815,1.587
-0.069,-0.365,-1.156,21.362,-71.594,1.587
-0.069,-0.403,-1.189,22.644,-70.007,3.601
-0.093,-0.411,-1.241,26.550,-68.481,7.629
-0.130,-0.384,-1.340,30.396,-67.993,11.597
-0.174,-0.333,-1.432,33.020,-72.449,13.977
-0.196,-0.280,-1.472,34.180,-82.947,14.771
-0.195,-0.238,-1.457,33.508,-96.191,14.221
-0.173,-0.223,-1.412,30.640,-109.924,12.512
-0.141,-0.233,-1.353,27.710,-121.460,10.376
-0.098,-0.263,-1.310,25.146,-130.188,8.850
-0.088,-0.274,-1.244,21.118,-137.512,9.094
-0.062,-0.300,-1.193,18.005,-142.761,9.338
-0.028,-0.319,-1.150,19.531,-144.409,9.705
-0.020,-0.339,-1.160,26.123,-141.235,10.315
-0.015,-0.324,-1.171,35.889,-138.733,10.803
-0.023,-0.289,-1.169,46.570,-138.611,11.292
-0.015,-0.242,-1.172,52.490,-139.954,11.719
-0.014,-0.186,-1.168,51.086,-144.836,12.756
0.012,-0.133,-1.133,45.532,-152.100,13.306
0.057,-0.092,-1.067,41.199,-159.790,12.451
0.104,-0.071,-1.026,38.696,-164.368,9.949
0.117,-0.098,-0.971,31.677,-167.480,7.751
0.149,-0.110,-0.917,29.053,-171.875,5.371
0.203,-0.138,-0.883,22.827,-175.293,3.418
0.247,-0.174,-0.843,17.883,-176.331,4.761
0.262,-0.186,-0.802,16.418,-174.500,6.531
0.287,-0.193,-0.816,26.794,-168.762,6.287
0.293,-0.184,-0.857,35.889,-162.354,5.920
0.308,-0.173,-0.854,41.626,-161.377,6.592
0.325,-0.165,-0.828,41.931,-163.269,8.240
0.333,-0.148,-0.807,40.527,-164.856,9.766
0.343,-0.135,-0.802,40.161,-166.260,9.949
0.356,-0.124,-0.790,40.649,-168.701,8.667
0.364,-0.121,-0.749,40.222,-174.072,7.690
0.383,-0.126,-0.677,39.246,-180.115,6.653
0.417,-0.130,-0.602,37.292,-184.509,5.920
0.444,-0.119,-0.536,33.752,-186.340,7.080
0.476,-0.106,-0.464,29.541,-188.232,9.216
0.502,-0.103,-0.379,27.405,-188.721,11.047
0.524,-0.106,-0.305,29.358,-186.951,11.597
0.548,-0.114,-0.261,33.875,-181.152,11.047
0.568,-0.117,-0.230,37.781,-174.194,10.620
0.565,-0.108,-0.208,38.818,-168.152,11.597
0.566,-0.096,-0.201,38.757,-162.231,11.780
0.572,-0.084,-0.229,38.208,-155.762,10.803
0.573,-0.070,-0.248,34.790,-153.076,10.498
0.592,-0.057,-0.199,28.870,-156.067,10.620
0.618,-0.049,-0.141,21.973,-160.278,11.597
0.635,-0.041,-0.094,17.273,-160.339,12.939
0.645,-0.027,-0.080,17.273,-156.982,13.245
0.649,-0.009,-0.083,20.142,-152.771,12.512
0.650,0.006,-0.057,21.240,-150.452,11.719
0.660,0.010,-0.024,18.982,-150.757,11.108
0.671,0.000,0.032,17.700,-151.550,10.254
0.681,-0.011,0.084,19.836,-149.963,8.850
0.687,-0.011,0.112,23.621,-146.118,6.653
0.694,-0.015,0.107,28.198,-141.541,3.967
0.730,-0.025,0.113,28.992,-140.503,1.465
0.749,-0.024,0.129,26.489,-141.113,1.648
0.761,-0.011,0.158,26.001,-140.320,2.686
0.761,-0.000,0.181,29.541,-137.756,2.075
0.749,0.014,0.181,35.095,-133.728,0.488
0.746,0.005,0.182,39.673,-131.592,-1.709
0.742,-0.004,0.203,39.001,-129.700,-2.197
0.750,0.004,0.228,38.147,-128.540,-2.625
0.755,0.005,0.266,34.973,-128.174,-2.991
0.762,-0.009,0.323,31.494,-128.113,-3.479
0.776,-0.031,0.354,30.334,-126.221,-4.211
0.783,-0.044,0.355,30.151,-122.070,-4.517
0.774,-0.055,0.371,30.884,-118.713,-4.028
0.781,-0.086,0.358,31.372,-115.845,-3.967
0.785,-0.107,0.333,32.959,-112.061,-3.662
0.781,-0.104,0.311,36.682,-108.826,-2.869
0.772,-0.093,0.316,41.016,-108.276,-2.563
-1.189,-0.538,-1.697,-182.251,369.080,0.366
-1.153,-0.613,-2.126,-184.875,356.934,-3.052
-1.103,-0.664,-2.425,-170.837,328.491,-5.066
-1.002,-0.698,-2.560,-152.771,286.560,-6.714
-0.840,-0.685,-2.635,-131.470,242.920,-9.216
-0.658,-0.627,-2.683,-102.905,205.627,-11.475
-0.520,-0.543,-2.725,-71.533,174.561,-11.597
-0.404,-0.462,-2.683,-44.495,143.066,-10.742
-0.296,-0.384,-2.520,-23.376,107.971,-9.338
-0.219,-0.333,-2.268,-10.437,75.012,-9.460
-0.136,-0.346,-2.016,-3.357,48.584,-12.390
-0.032,-0.402,-1.735,-2.075,26.550,-15.076
0.074,-0.474,-1.451,-3.845,10.864,-15.381
0.135,-0.537,-1.194,-2.747,5.676,-12.573
0.193,-0.566,-1.014,3.906,12.329,-9.521
0.195,-0.536,-0.914,11.047,28.076,-4.395
0.155,-0.469,-0.939,13.489,47.913,1.465
0.075,-0.397,-1.063,8.423,66.589,7.263
-0.013,-0.335,-1.221,-2.197,78.491,11.230
-0.114,-0.289,-1.412,-13.000,83.008,11.963
-0.191,-0.292,-1.622,-21.240,80.017,8.423
-0.229,-0.340,-1.774,-25.696,67.932,2.197
-0.224,-0.415,-1.829,-23.804,50.049,-2.991
-0.200,-0.483,-1.804,-16.235,30.640,-6.104
-0.165,-0.510,-1.710,-6.042,13.123,-7.629
-0.119,-0.492,-1.555,4.211,-1.526,-6.592
-0.077,-0.448,-1.380,10.254,-11.658,-4.089
-0.043,-0.399,-1.224,11.169,-16.724,-1.099
-0.025,-0.361,-1.125,7.690,-16.907,1.221
-0.022,-0.338,-1.088,2.319,-12.878,2.380
-0.035,-0.352,-1.137,-3.235,-7.202,2.258
-0.059,-0.379,-1.220,-7.690,-3.662,2.747
-0.081,-0.398,-1.270,-8.728,-4.272,3.662
-0.089,-0.416,-1.292,-2.808,-6.592,3.235
-0.096,-0.402,-1.317,6.165,-9.338,2.991
-0.099,-0.359,-1.325,11.230,-14.771,4.089
-0.097,-0.323,-1.308,12.512,-21.179,4.700
-0.087,-0.305,-1.284,12.695,-27.344,4.150
-0.089,-0.300,-1.278,11.047,-32.043,3.479
-0.095,-0.309,-1.255,8.667,-37.048,2.869
-0.080,-0.348,-1.220,6.958,-42.358,1.465
-0.060,-0.394,-1.203,7.080,-45.593,0.671
-0.053,-0.412,-1.237,7.996,-46.936,2.258
-0.066,-0.395,-1.287,11.292,-47.913,4.822
-0.080,-0.374,-1.318,18.188,-50.232,6.165
-0.081,-0.364,-1.337,24.658,-54.565,6.104
-0.086,-0.350,-1.380,27.161,-59.204,6.592
-0.104,-0.321,-1.431,27.283,-64.636,7.629
-0.126,-0.298,-1.463,28.015,-71.838,7.812
-0.147,-0.295,-1.490,29.602,-79.712,6.836
-0.168,-0.316,-1.522,31.250,-87.219,5.005
-0.172,-0.346,-1.547,32.288,-96.191,3.052
-0.176,-0.369,-1.540,33.264,-106.812,2.258
-0.183,-0.379,-1.517,34.607,-117.554,2.747
-0.182,-0.372,-1.485,36.377,-127.075,3.601
-0.193,-0.356,-1.423,40.771,-136.108,4.822
-0.159,-0.342,-1.378,44.678,-145.020,5.310
-0.148,-0.304,-1.328,49.561,-151.794,6.287
-0.137,-0.276,-1.279,56.030,-157.104,5.798
-0.103,-0.281,-1.232,59.631,-161.560,3.845
-0.075,-0.282,-1.167,56.458,-166.809,3.723
-0.059,-0.265,-1.097,48.889,-171.875,5.798
-0.026,-0.241,-1.044,41.077,-175.171,7.385
-0.000,-0.217,-1.010,34.302,-175.659,8.362
0.032,-0.186,-1.006,29.785,-174.133,9.399
0.073,-0.158,-1.006,26.001,-173.950,10.315
0.127,-0.130,-0.987,22.827,-175.659,10.437
0.163,-0.100,-0.964,25.635,-175.964,10.193
0.196,-0.085,-0.938,30.945,-174.866,8.545
0.230,-0.084,-0.896,35.522,-174.133,6.348
0.257,-0.092,-0.855,36.682,-174.316,4.639
0.286,-0.126,-0.820,35.950,-173.889,3.174
0.312,-0.156,-0.802,35.522,-171.875,3.052
0.333,-0.158,-0.780,36.499,-170.288,4.395
0.352,-0.145,-0.748,37.292,-169.067,5.676
0.374,-0.122,-0.727,35.950,-168.274,6.897
0.385,-0.083,-0.719,33.875,-167.664,8.179
0.391,-0.049,-0.693,31.494,-168.640,8.484
0.400,-0.039,-0.655,29.846,-169.617,7.935
0.400,-0.032,-0.647,28.809,-168.884,6.653
0.391,-0.039,-0.630,27.405,-169.006,5.310
0.398,-0.070,-0.597,24.841,-171.265,3.723
0.402,-0.092,-0.592,22.705,-172.485,3.052
0.418,-0.091,-0.565,22.095,-175.476,3.113
0.449,-0.094,-0.498,22.522,-180.725,2.869
0.486,-0.098,-0.409,25.452,-184.387,2.441
0.517,-0.086,-0.319,29.053,-185.059,2.563
0.528,-0.065,-0.243,30.273,-183.472,3.784
0.556,-0.055,-0.182,28.992,-181.335,4.211
0.569,-0.055,-0.126,24.048,-178.894,5.432
0.583,-0.059,-0.099,18.311,-174.866,6.592
0.604,-0.079,-0.073,14.893,-169.189,7.324
0.617,-0.091,-0.059,14.771,-163.513,8.545
0.620,-0.086,-0.065,17.151,-157.227,10.010
0.622,-0.069,-0.097,17.578,-153.076,10.986
0.627,-0.056,-0.101,17.273,-153.259,11.292
0.639,-0.063,-0.072,18.738,-155.273,10.559
0.636,-0.049,-0.069,25.146,-153.625,9.399
0.644,-0.014,-0.061,32.532,-151.245,7.996
0.654,-0.017,-0.001,33.325,-153.137,6.165
0.659,-0.008,0.046,29.663,-153.381,5.859
0.653,0.012,0.026,26.245,-148.743,5.371
0.659,0.008,0.019,23.437,-146.912,4.272
0.663,-0.011,0.053,21.179,-148.926,3.784
0.652,-0.019,0.074,21.240,-149.475,3.845
0.629,-0.011,0.035,24.719,-146.179,3.174
0.605,0.000,-0.016,28.931,-142.944,1.709
0.581,0.022,-0.089,31.555,-141.907,0.122
0.572,0.024,-0.103,31.250,-146.179,-1.709
0.574,-0.000,-0.100,31.189,-153.748,-3.235
0.564,0.007,-0.150,34.058,-157.471,-3.662
0.527,0.025,-0.199,38.940,-159.607,-4.639
0.510,0.009,-0.186,43.274,-167.847,-6.104
0.491,-0.006,-0.125,45.288,-179.749,-6.104
0.472,-0.026,-0.029,48.706,-190.613,-5.737
0.468,-0.048,0.079,55.115,-197.632,-6.348
0.473,-0.068,0.246,63.354,-201.355,-7.080
0.484,-0.085,0.422,71.289,-200.989,-8.789
0.507,-0.130,0.664,77.148,-195.923,-12.085
0.566,-0.379,2.300,-43.518,-162.415,-7.141
0.680,-0.368,2.624,-55.481,-155.518,-3.052
0.778,-0.317,2.839,-60.730,-135.498,3.052
0.834,-0.253,2.867,-60.120,-101.929,7.812
0.886,-0.154,2.668,-54.443,-56.030,12.207
0.876,-0.069,2.271,-46.936,-2.930,14.832
0.841,-0.006,1.746,-40.527,44.739,14.587
0.730,0.094,1.196,-41.504,79.529,15.869
0.651,0.166,0.644,-40.039,98.389,13.000
0.619,0.177,0.176,-40.161,101.563,5.615
0.638,0.135,-0.177,-39.612,90.515,-2.075
0.660,0.091,-0.376,-36.316,69.519,-5.615
0.676,0.063,-0.442,-26.672,44.067,-7.507
0.695,0.031,-0.413,-13.000,19.287,-10.864
0.725,-0.016,-0.286,3.357,-3.174,-14.282
0.752,-0.055,-0.085,19.165,-22.400,-15.808
0.777,-0.089,0.142,31.494,-37.659,-14.587
0.787,-0.101,0.379,39.551,-48.096,-12.207
0.805,-0.100,0.592,41.504,-54.810,-9.338
0.802,-0.116,0.767,38.086,-54.993,-7.690
0.809,-0.142,0.890,33.020,-51.270,-6.714
0.802,-0.176,0.977,27.222,-45.044,-5.066
0.795,-0.181,1.000,21.362,-37.537,-2.380
0.777,-0.174,0.970,18.250,-28.137,-0.061
0.765,-0.159,0.916,18.616,-18.433,1.587
0.757,-0.124,0.863,19.653,-10.803,3.601
0.745,-0.082,0.806,18.311,-5.920,6.226
0.729,-0.041,0.747,16.541,-2.258,7.751
0.717,0.001,0.682,15.686,0.488,7.629
0.703,0.037,0.626,15.015,1.892,6.653
0.694,0.060,0.582,12.329,1.404,5.371
0.701,0.061,0.546,8.118,-0.977,2.930
0.707,0.051,0.535,5.188,-3.540,1.038
0.720,0.037,0.531,4.761,-5.249,-0.610
0.729,0.012,0.528,5.859,-5.737,-2.258
0.735,-0.011,0.536,7.568,-6.470,-3.052
0.737,-0.029,0.554,9.521,-7.385,-3.601
0.739,-0.048,0.580,11.719,-7.751,-4.272
0.743,-0.073,0.609,13.794,-7.812,-4.822
0.750,-0.099,0.639,14.587,-7.751,-5.249
0.755,-0.116,0.665,14.587,-7.263,-4.761
0.759,-0.125,0.674,13.184,-5.859,-3.845
0.758,-0.134,0.675,10.498,-4.150,-2.441
0.752,-0.129,0.676,7.629,-2.441,-0.732
0.748,-0.122,0.661,5.981,-0.671,1.160
0.738,-0.114,0.631,5.859,1.343,2.197
0.734,-0.105,0.611,6.714,2.258,2.808
0.735,-0.093,0.603,7.935,2.319,2.991
0.738,-0.094,0.594,9.827,2.747,2.747
0.739,-0.093,0.588,11.230,2.502,2.686
0.737,-0.083,0.590,12.817,1.831,2.441
0.737,-0.073,0.601,12.939,0.305,2.319
0.740,-0.067,0.607,11.475,-1.099,2.197
0.748,-0.063,0.618,9.888,-2.014,1.892
0.754,-0.062,0.624,8.972,-1.709,1.526
0.751,-0.057,0.621,8.118,-0.732,1.587
0.742,-0.050,0.617,8.240,0.671,1.343
0.736,-0.047,0.621,9.155,0.916,0.427
0.731,-0.040,0.635,9.277,0.000,-0.854
0.741,-0.052,0.660,7.385,-1.099,-2.380
0.759,-0.065,0.683,3.723,-1.709,-3.296
0.763,-0.080,0.687,-0.549,-0.977,-3.052
0.758,-0.092,0.660,-3.235,0.916,-2.686
0.747,-0.099,0.610,-2.686,2.930,-2.686
0.750,-0.100,0.579,1.465,3.235,-2.991
0.751,-0.096,0.565,4.822,2.869,-2.808
0.751,-0.082,0.566,8.057,1.892,-2.502
0.749,-0.074,0.569,10.254,1.038,-2.441
0.747,-0.067,0.574,10.010,0.061,-2.747
0.744,-0.074,0.590,7.263,-1.343,-3.174
0.751,-0.088,0.607,3.784,-2.258,-3.479
0.750,-0.107,0.610,0.122,-2.258,-3.479
0.746,-0.115,0.616,-2.808,-2.625,-2.869
0.743,-0.116,0.620,-4.089,-3.052,-2.380
0.742,-0.122,0.617,-4.150,-3.113,-2.075
0.744,-0.130,0.618,-3.479,-3.235,-2.014
0.747,-0.137,0.618,-0.061,-2.686,-1.953
0.745,-0.133,0.622,4.578,-1.648,-1.465
0.742,-0.121,0.631,7.141,-1.404,-0.549
0.740,-0.109,0.642,6.958,-1.465,0.549
0.735,-0.100,0.649,5.127,-1.465,1.038
0.732,-0.095,0.647,2.075,-1.526,1.343
0.733,-0.092,0.646,-1.343,-1.404,1.648
0.736,-0.093,0.632,-2.502,-0.549,1.709
0.734,-0.084,0.625,-1.770,0.244,2.075
0.734,-0.075,0.619,0.793,1.282,1.953
0.735,-0.073,0.612,2.808,2.014,1.343
0.733,-0.068,0.613,4.028,2.197,1.038
0.733,-0.072,0.613,4.272,2.014,0.549
0.735,-0.080,0.614,3.540,1.282,-0.244
0.744,-0.090,0.615,2.625,0.977,-0.549
0.741,-0.096,0.612,0.732,1.099,-0.183
0.734,-0.101,0.594,-0.671,0.916,0.061
0.734,-0.110,0.589,-0.977,0.488,-0.244
0.737,-0.119,0.590,0.000,-0.122,-0.244
0.740,-0.115,0.601,1.160,-0.793,-0.122
0.741,-0.110,0.618,1.709,-1.282,0.122
0.747,-0.106,0.630,1.343,-1.526,0.000
0.749,-0.107,0.637,0.427,-1.526,0.122
0.752,-0.114,0.638,0.549,-0.427,0.305
0.755,-0.112,0.634,1.282,0.793,0.793
0.751,-0.105,0.634,1.892,1.953,1.465
0.746,-0.100,0.626,1.587,2.625,1.770
0.743,-0.102,0.618,0.977,3.052,1.892
0.742,-0.105,0.621,0.610,2.625,1.648
0.745,-0.107,0.630,0.916,2.319,1.404
0.740,-0.108,0.630,1.648,2.380,1.282
0.735,-0.101,0.615,2.930,2.930,1.282
0.738,-0.092,0.595,3.357,2.380,1.099
0.740,-0.080,0.585,3.174,1.465,0.793
